No;Link Matkul;Name;Kode Matkul;Kategori Matkul;Is Found
18;https://sikola.unhas.ac.id/courses/0102C11801/index.php;ETIKA PROFESI;0102C11801;11709;Not Found
19;https://sikola.unhas.ac.id/courses/0102C20201/index.php;EMBRIOLOGI MATA;0102C20201;11701;Not Found
20;https://sikola.unhas.ac.id/courses/0102C20407/index.php;PENGUASAAN PATOGENESIS PATOFISIOLOGI PENYAKIT;0102C20407;11702;Not Found
21;https://sikola.unhas.ac.id/courses/0102C204075/index.php;Penguasaan Patogenesis & Patofisiologi Penyakit;0102C204075;11702;Not Found
22;https://sikola.unhas.ac.id/courses/0102C20501/index.php;ETIKA PROFESI;0102C20501;11711;Not Found
23;https://sikola.unhas.ac.id/courses/0102C20601/index.php;KETERAMPILAN FISIK DIAGNOSTIK;0102C20601;11705;Not Found
24;https://sikola.unhas.ac.id/courses/0102C20802/index.php;INSTRUMENTASI;0102C20802;11719;Not Found
25;https://sikola.unhas.ac.id/courses/0102C21002/index.php;DASAR-2  RADIOLOGI (RAD.ANATOMI, TEKNIK PEMERIKSAAN RADIOLOGI (KONVENSIONAL, CT, MRI, USG, NUKLIR);0102C21002;11723;Not Found
26;https://sikola.unhas.ac.id/courses/0102C21202/index.php;PEMERIKSAAN NEUROLOGI;0102C21202;11703;Not Found
27;https://sikola.unhas.ac.id/courses/0102C21401/index.php;ETIKA PROFESI;0102C21401;11706;Not Found
28;https://sikola.unhas.ac.id/courses/0102C21501/index.php;ETIKA PROFESI;0102C21501;11712;Not Found
